label,horizon,panda_mae,panda_iqr,chronos_mae,chronos_iqr,advantage_mae,rel_skill,wilcoxon_p,system
duffing_H96,96,0.38792191445827484,0.3456733897328377,0.6601420640945435,0.5443917140364647,0.2722201496362686,1.7017395498689951,0.011975288391113281,duffing
van_der_pol_H96,96,0.03501266613602638,0.0071765645407140255,0.04049878381192684,0.032341374550014734,0.005486117675900459,1.1566895150054142,0.5218353271484375,van_der_pol
duffing_H192,192,0.7433827519416809,0.38066790252923965,0.7949479818344116,0.7415040731430054,0.05156522989273071,1.0693656528323328,0.20454883575439453,duffing
van_der_pol_H192,192,0.05120255798101425,0.037556818686425686,0.08365073427557945,0.04773782379925251,0.0324481762945652,1.6337217821538699,0.01811695098876953,van_der_pol
duffing_H336,336,0.8689427673816681,0.17724888026714325,0.9844969511032104,0.5111106038093567,0.11555418372154236,1.132982502483719,0.06636333465576172,duffing
van_der_pol_H336,336,0.078851118683815,0.05654463358223438,0.15744218230247498,0.08100935816764832,0.07859106361865997,1.9967019483109958,0.006039619445800781,van_der_pol
