label,horizon,panda_mae,panda_iqr,chronos_mae,chronos_iqr,advantage_mae,rel_skill,wilcoxon_p
ETTh2_H336_replication,336,0.9220113158226013,0.39336976408958435,0.9829376041889191,0.4346182644367218,0.06092628836631775,1.0660797620601439,0.08842658996582031
