label,horizon,name_a,name_b,panda_mae,panda_iqr,chronos_mae,chronos_iqr,advantage_mae,wilcoxon_p,subset,heterogeneity,mean_difficulty
DM_homo_matched_H96,96,panda,chronos,0.33055800199508667,0.17728083580732346,0.6996793150901794,0.2331617921590805,0.3691213130950928,0.00390625,homo_matched,0.08566228917064975,0.7996361388691834
DM_homo_matched_H336,336,panda,chronos,0.8413282632827759,0.5162278562784195,1.146692156791687,0.5095541477203369,0.30536389350891113,0.00390625,homo_matched,0.08566228917064975,0.7996361388691834
DM_mixed_matched_H96,96,panda,chronos,0.47488632798194885,0.2343103364109993,0.8082757294178009,0.18516890704631805,0.33338940143585205,0.00390625,mixed_matched,0.6021485536328969,0.8392683589564902
DM_mixed_matched_H336,336,panda,chronos,0.8561619222164154,0.4587284177541733,0.9464626312255859,0.2628523111343384,0.09030070900917053,0.01953125,mixed_matched,0.6021485536328969,0.8392683589564902
DM_heterogeneous_H96,96,panda,chronos,0.6183803379535675,0.21206483244895935,0.8361809551715851,0.19497090578079224,0.21780061721801758,0.07421875,heterogeneous,0.9471041829879652,0.8388727041227477
DM_heterogeneous_H336,336,panda,chronos,1.1230166554450989,0.3599945306777954,1.2429090738296509,0.4717836081981659,0.119892418384552,0.125,heterogeneous,0.9471041829879652,0.8388727041227477
