label,horizon,name_a,name_b,panda_mae,panda_iqr,chronos_mae,chronos_iqr,advantage_mae,wilcoxon_p,condition
Lorenz_rho28_chaotic,96,panda,chronos,0.05582772195339203,0.053308602422475815,0.43934205174446106,1.3623206671327353,0.38351432979106903,0.00390625,chaotic
Lorenz_surrogate_statsmatched,96,panda,chronos,0.7279274463653564,0.24445393681526184,0.8994708955287933,0.6549614071846008,0.1715434491634369,0.3203125,surrogate
