horizon,panda_base,panda_ft,adv_base,adv_ft,delta_panda,delta_adv
96,0.6089403629302979,0.6994923651218414,0.15426209568977356,0.07146081328392029,-0.09055200219154358,-0.08280128240585327
336,0.8696548044681549,0.881449431180954,0.18936148285865784,0.19821396470069885,-0.011794626712799072,0.008852481842041016
