label,horizon,chronos_vanilla,chronos_residual,delta,p
Weather_H96,96,0.7694624066352844,1.0464187860488892,0.27695637941360474,0.015625
Weather_H336,336,1.0012450516223907,1.2460917234420776,0.2448466718196869,0.0078125
