system,d_ground_truth,d_panda,d_chronos,panda_dim_error,chronos_dim_error
double_pendulum,2.3783131498508707,1.8227133168436542,3.606917100262176,0.5555998330072165,1.2286039504113053
lorenz_rho10,1.934964663694503,1.8546025358798017,2.612419644346105,0.08036212781470131,0.6774549806516019
