label,horizon,name_a,name_b,panda_uni_mae,panda_uni_iqr,chronos_mae,chronos_iqr,advantage_mae,wilcoxon_p
Weather_univariate_H96,96,panda_uni,chronos,0.5851334035396576,0.23303327709436417,0.7864395081996918,0.17316552996635437,0.20130610466003418,3.147125244140625e-05
Weather_univariate_H192,192,panda_uni,chronos,0.7335730791091919,0.2325594276189804,0.9552433788776398,0.2527122348546982,0.22167029976844788,0.0002692587436670664
Weather_univariate_H336,336,panda_uni,chronos,0.847430020570755,0.21928955614566803,1.0239525437355042,0.4004916697740555,0.17652252316474915,0.00010683500219534864
