label,horizon,name_a,name_b,panda_mae,panda_iqr,chronos_mae,chronos_iqr,advantage_mae,wilcoxon_p,subset,heterogeneity,diff_cv
hetero_controlled_H96,96,panda,chronos,0.6051328480243683,0.2640281170606613,0.8660142123699188,0.20500832796096802,0.26088136434555054,0.00390625,hetero_controlled,0.8529096441615855,0.10974674746474872
hetero_controlled_H336,336,panda,chronos,0.8666711747646332,0.1727120280265808,1.1754387617111206,0.3908735364675522,0.3087675869464874,0.01171875,hetero_controlled,0.8529096441615855,0.10974674746474872
