condition,n_windows,panda_mae,chronos_mae,advantage,relative_skill,wilcoxon_p
native_H96,20,0.7819027221338231,0.856634967600211,0.0747322454663879,1.0955774207595066,0.10122489929199219
hourly_H96_fixedsample,20,0.8080173924920103,0.7619506560256315,-0.04606673646637882,0.9429879394992919,0.9053258895874023
hourly_H16_fixedphys,20,0.49616382183241,0.4656635824347003,-0.030500239397709683,0.9385278852354297,0.9430065155029297
